Month,Region,Channel,ProductCategory,UnitsSold,AvgUnitPrice,Revenue,COGS,MarketingSpend,NewCustomers,RepeatCustomers,ReturnedUnits,GrossProfit,GrossMarginPct
2026-06,Latin America,Marketplace,Camping Gear,105,140.38,14739.97,7984.17,1421.14,36,28,2,6755.8,45.83
2026-06,Latin America,Marketplace,Accessories,78,31.63,2467.45,1360.26,268.4,27,21,4,1107.19,44.87
2026-07,North America,Online Store,Hiking Footwear,199,119.72,23825.06,11966.03,1722.44,66,38,13,11859.03,49.78
2026-07,North America,Online Store,Apparel,303,66.08,20022.69,10553.34,1769.89,78,46,12,9469.35,47.29
2026-07,North America,Online Store,Camping Gear,319,161.43,51495.91,29083.80,5804.81,89,89,20,22412.11,43.52
2026-07,North America,Online Store,Accessories,157,32.88,5161.62,2817.55,428.01,58,47,3,2344.07,45.41
2026-07,North America,Retail Partner,Hiking Footwear,175,131.36,22988.21,11734.36,2937.69,45,35,4,11253.85,48.95
2026-07,North America,Retail Partner,Apparel,267,71.18,19004.92,10570.66,2436.5,104,43,10,8434.26,44.38
2026-07,North America,Retail Partner,Camping Gear,240,143.06,34333.65,15900.85,2520.07,65,71,13,18432.8,53.69
2026-07,North America,Retail Partner,Accessories,96,38.27,3674.34,1863.50,302.29,35,19,3,1810.84,49.28
2026-07,North America,Marketplace,Hiking Footwear,114,114.16,13013.68,6457.28,1482.51,29,20,6,6556.4,50.38
2026-07,North America,Marketplace,Apparel,159,60.41,9605.19,4750.19,1240.73,43,25,7,4855,50.55
2026-07,North America,Marketplace,Camping Gear,233,159.11,37073.60,17344.12,3946.7,75,39,11,19729.48,53.22
2026-07,North America,Marketplace,Accessories,68,33.42,2272.25,1166.62,151.29,21,13,4,1105.63,48.66
2026-07,Europe,Online Store,Hiking Footwear,150,119.00,17850.35,9715.07,1891.12,52,39,9,8135.28,45.57
2026-07,Europe,Online Store,Apparel,172,62.58,10763.83,5596.58,1369.25,68,48,6,5167.25,48.01
2026-07,Europe,Online Store,Camping Gear,235,157.25,36953.57,18995.39,3645.63,88,47,14,17958.18,48.6
2026-07,Europe,Online Store,Accessories,97,34.35,3331.72,1641.44,320.91,35,16,2,1690.28,50.73
2026-07,Europe,Retail Partner,Hiking Footwear,194,119.75,23231.69,12401.47,1821.04,64,39,10,10830.22,46.62
2026-07,Europe,Retail Partner,Apparel,247,60.34,14902.97,7812.35,1115.06,72,45,7,7090.62,47.58
2026-07,Europe,Retail Partner,Camping Gear,169,162.81,27515.52,15851.43,2908.41,45,34,10,11664.09,42.39
2026-07,Europe,Retail Partner,Accessories,158,34.07,5383.33,2483.40,562.79,59,42,4,2899.93,53.87
2026-07,Europe,Marketplace,Hiking Footwear,73,113.24,8266.30,4659.13,661.09,21,10,4,3607.17,43.64
2026-07,Europe,Marketplace,Apparel,163,68.80,11215.01,5961.37,1346.04,44,35,6,5253.64,46.84
2026-07,Europe,Marketplace,Camping Gear,157,162.62,25531.68,11622.22,2127.22,44,29,10,13909.46,54.48
2026-07,Europe,Marketplace,Accessories,78,34.78,2712.57,1385.09,327.8,21,17,3,1327.48,48.94
2026-07,Asia Pacific,Online Store,Hiking Footwear,109,127.86,13936.88,6580.88,870.18,30,21,4,7356,52.78
2026-07,Asia Pacific,Online Store,Apparel,232,66.50,15427.23,8768.51,1554.88,75,36,5,6658.72,43.16
2026-07,Asia Pacific,Online Store,Camping Gear,86,160.18,13775.09,6486.53,854.02,27,15,1,7288.56,52.91
2026-07,Asia Pacific,Online Store,Accessories,185,36.57,6765.85,3142.79,735.21,54,32,7,3623.06,53.55
2026-07,Asia Pacific,Retail Partner,Hiking Footwear,93,126.02,11719.72,5465.06,1427.72,26,23,4,6254.66,53.37
2026-07,Asia Pacific,Retail Partner,Apparel,188,70.58,13268.83,6639.08,866.36,47,51,8,6629.75,49.96
2026-07,Asia Pacific,Retail Partner,Camping Gear,131,145.35,19041.18,8643.05,2607.11,45,37,4,10398.13,54.61
2026-07,Asia Pacific,Retail Partner,Accessories,126,35.78,4508.31,2426.39,385.03,47,36,8,2081.92,46.18
2026-07,Asia Pacific,Marketplace,Hiking Footwear,64,114.76,7344.56,4224.86,446.72,22,16,3,3119.7,42.48
2026-07,Asia Pacific,Marketplace,Apparel,141,71.37,10063.37,4936.53,877.5,36,30,4,5126.84,50.95
2026-07,Asia Pacific,Marketplace,Camping Gear,164,163.06,26742.58,12679.87,2401.5,63,26,4,14062.71,52.59
2026-07,Asia Pacific,Marketplace,Accessories,74,32.64,2415.33,1273.79,174,29,16,3,1141.54,47.26
2026-07,Latin America,Online Store,Hiking Footwear,80,123.89,9910.87,5427.72,1192.37,26,22,4,4483.15,45.23
2026-07,Latin America,Online Store,Apparel,63,68.34,4305.52,1968.61,260.7,17,15,2,2336.91,54.28
2026-07,Latin America,Online Store,Camping Gear,162,161.87,26222.44,14899.40,2231.8,57,30,4,11323.04,43.18
2026-07,Latin America,Online Store,Accessories,79,32.79,2590.60,1280.98,244.54,29,13,4,1309.62,50.55
2026-07,Latin America,Retail Partner,Hiking Footwear,36,119.83,4313.80,2109.42,464.54,11,6,0,2204.38,51.1
2026-07,Latin America,Retail Partner,Apparel,101,65.61,6626.31,3759.20,579.91,36,25,6,2867.11,43.27
2026-07,Latin America,Retail Partner,Camping Gear,115,154.71,17791.76,10084.20,1636.16,34,17,7,7707.56,43.32
2026-07,Latin America,Retail Partner,Accessories,94,37.11,3488.05,1616.99,370.25,30,15,6,1871.06,53.64
2026-07,Latin America,Marketplace,Hiking Footwear,79,108.78,8593.51,4602.97,881.55,20,13,3,3990.54,46.44
2026-07,Latin America,Marketplace,Apparel,87,62.35,5424.68,3102.81,680.79,34,16,5,2321.87,42.8
2026-07,Latin America,Marketplace,Camping Gear,42,136.51,5733.44,2619.38,661.41,13,7,2,3114.06,54.31
2026-07,Latin America,Marketplace,Accessories,43,33.27,1430.61,751.20,126.95,16,11,1,679.41,47.49
2026-08,North America,Online Store,Hiking Footwear,144,127.34,18336.55,9033.75,1406.87,37,31,6,9302.8,50.73
2026-08,North America,Online Store,Apparel,145,69.43,10067.61,4819.98,910.91,53,39,5,5247.63,52.12
2026-08,North America,Online Store,Camping Gear,157,162.98,25587.33,11908.95,3446.61,55,36,3,13678.38,53.46
2026-08,North America,Online Store,Accessories,197,34.83,6861.35,3451.31,500.18,68,58,9,3410.04,49.7
2026-08,North America,Retail Partner,Hiking Footwear,166,118.02,19591.99,9112.76,2135.99,64,41,3,10479.23,53.49
2026-08,North America,Retail Partner,Apparel,201,63.11,12685.24,6616.45,1170.3,75,54,10,6068.79,47.84
2026-08,North America,Retail Partner,Camping Gear,166,138.18,22937.25,11380.01,2134.4,58,41,3,11557.24,50.39
2026-08,North America,Retail Partner,Accessories,148,34.27,5071.49,2402.02,367.91,55,23,6,2669.47,52.64
2026-08,North America,Marketplace,Hiking Footwear,87,120.06,10445.07,5693.54,1427.31,24,24,5,4751.53,45.49
2026-08,North America,Marketplace,Apparel,167,70.41,11759.05,6262.92,1298.03,51,43,7,5496.13,46.74
2026-08,North America,Marketplace,Camping Gear,168,156.94,26366.74,14691.05,1890.89,62,38,10,11675.69,44.28
2026-08,North America,Marketplace,Accessories,218,34.52,7525.17,3757.13,1002.39,62,60,9,3768.04,50.07
2026-08,Europe,Online Store,Hiking Footwear,83,121.75,10105.50,4974.71,638.08,24,12,5,5130.79,50.77
2026-08,Europe,Online Store,Apparel,188,71.05,13358.29,6697.45,1579.88,56,47,11,6660.84,49.86
2026-08,Europe,Online Store,Camping Gear,238,158.50,37722.75,18279.34,5252.01,60,57,12,19443.41,51.54
2026-08,Europe,Online Store,Accessories,200,36.32,7263.26,3382.14,981.14,55,48,6,3881.12,53.43
2026-08,Europe,Retail Partner,Hiking Footwear,161,118.01,19000.04,8945.78,1399.83,50,42,10,10054.26,52.92
2026-08,Europe,Retail Partner,Apparel,75,59.59,4469.52,2239.69,304.02,18,18,3,2229.83,49.89
2026-08,Europe,Retail Partner,Camping Gear,179,135.71,24292.31,13568.30,3351.74,48,33,11,10724.01,44.15
2026-08,Europe,Retail Partner,Accessories,120,37.99,4558.23,2299.86,291.95,30,28,4,2258.37,49.54
2026-08,Europe,Marketplace,Hiking Footwear,117,108.27,12667.74,6997.13,1070.61,29,27,4,5670.61,44.76
2026-08,Europe,Marketplace,Apparel,107,71.16,7614.06,3964.99,624.5,38,20,6,3649.07,47.93
2026-08,Europe,Marketplace,Camping Gear,202,136.52,27576.47,13937.03,3490.88,74,37,6,13639.44,49.46
2026-08,Europe,Marketplace,Accessories,49,37.22,1823.84,1041.32,123.34,15,9,3,782.52,42.91
2026-08,Asia Pacific,Online Store,Hiking Footwear,31,116.03,3596.79,1803.05,368.29,8,7,1,1793.74,49.87
2026-08,Asia Pacific,Online Store,Apparel,133,68.38,9094.82,4274.63,654.28,38,27,5,4820.19,53
2026-08,Asia Pacific,Online Store,Camping Gear,181,136.04,24623.27,12334.99,2850.71,50,44,5,12288.28,49.91
2026-08,Asia Pacific,Online Store,Accessories,147,37.70,5542.28,3139.37,464.35,41,31,4,2402.91,43.36
2026-08,Asia Pacific,Retail Partner,Hiking Footwear,148,124.15,18374.82,10237.82,1686.06,40,38,5,8137,44.28
2026-08,Asia Pacific,Retail Partner,Apparel,140,67.23,9411.71,4566.41,625.86,55,24,9,4845.3,51.48
2026-08,Asia Pacific,Retail Partner,Camping Gear,208,160.98,33484.47,16327.94,3261.87,71,44,8,17156.53,51.24
2026-08,Asia Pacific,Retail Partner,Accessories,175,33.81,5917.10,3096.72,757.66,49,50,9,2820.38,47.66
2026-08,Asia Pacific,Marketplace,Hiking Footwear,100,126.71,12670.84,5728.56,1589.82,25,28,6,6942.28,54.79
2026-08,Asia Pacific,Marketplace,Apparel,132,62.32,8226.62,3926.91,997.31,38,36,3,4299.71,52.27
2026-08,Asia Pacific,Marketplace,Camping Gear,167,144.73,24169.89,13002.02,2599.21,56,42,8,11167.87,46.21
2026-08,Asia Pacific,Marketplace,Accessories,105,34.50,3622.86,1760.24,440.13,29,26,3,1862.62,51.41
2026-08,Latin America,Online Store,Hiking Footwear,129,113.25,14609.14,6687.96,1029.62,43,35,2,7921.18,54.22
2026-08,Latin America,Online Store,Apparel,117,68.04,7961.14,3935.76,782.44,45,23,5,4025.38,50.56
2026-08,Latin America,Online Store,Camping Gear,96,151.44,14538.66,6872.48,1216.52,33,28,2,7666.18,52.73
2026-08,Latin America,Online Store,Accessories,142,37.73,5358.04,2812.94,563.2,46,22,3,2545.1,47.5
2026-08,Latin America,Retail Partner,Hiking Footwear,43,130.01,5590.62,2811.28,399.52,15,8,1,2779.34,49.71
2026-08,Latin America,Retail Partner,Apparel,105,67.57,7095.04,4023.13,875.35,36,26,7,3071.91,43.3
2026-08,Latin America,Retail Partner,Camping Gear,85,154.86,13162.68,7007.58,1414.68,21,22,3,6155.1,46.76
2026-08,Latin America,Retail Partner,Accessories,63,36.16,2277.79,1189.82,199.12,17,10,3,1087.97,47.76
2026-08,Latin America,Marketplace,Hiking Footwear,66,110.48,7291.84,3662.43,862.74,24,11,1,3629.41,49.77
2026-08,Latin America,Marketplace,Apparel,77,67.76,5217.35,2589.67,419.26,19,17,4,2627.68,50.36
2026-08,Latin America,Marketplace,Camping Gear,91,150.43,13689.48,6311.64,1422.47,27,21,3,7377.84,53.89
2026-08,Latin America,Marketplace,Accessories,72,33.18,2389.11,1104.59,203.54,19,12,4,1284.52,53.77
